TreeID,species,northing,easting,latitude,longitude,SPlocation,remarks
230,quercus.robur,168975,494150,51.412,-0.647628,Gunnes's thicket,"NA"
231,quercus.robur,168974,494152,51.412,-0.647606,Gunnes's thicket,"NA"
232,quercus.robur,168977,494144,51.412,-0.647708,Gunnes's thicket,"NA"
233,quercus.robur,168977,494142,51.412,-0.647735,Gunnes's thicket,"NA"
234,quercus.robur,168978,494141,51.412,-0.647754,Gunnes's thicket,"NA"
235,quercus.robur,168980,494136,51.412,-0.647826,Gunnes's thicket,"NA"
236,quercus.robur,168989,494127,51.4121,-0.647948,Gunnes's thicket,"NA"
237,quercus.robur,168976,494133,51.412,-0.647873,Gunnes's thicket,"NA"
238,quercus.robur,168974,494135,51.412,-0.647839,Gunnes's thicket,"NA"
239,quercus.robur,168976,494133,51.412,-0.647877,Gunnes's thicket,"NA"
240,quercus.robur,168979,494131,51.412,-0.647898,Gunnes's thicket,"NA"
241,quercus.robur,168981,494128,51.4121,-0.647947,Gunnes's thicket,"NA"
242,quercus.robur,168986,494133,51.4121,-0.64787,Gunnes's thicket,"NA"
243,quercus.robur,168985,494131,51.4121,-0.647894,Gunnes's thicket,"NA"
244,quercus.robur,168985,494131,51.4121,-0.647895,Gunnes's thicket,"NA"
245,quercus.robur,168985,494136,51.4121,-0.647826,Gunnes's thicket,"NA"
246,quercus.robur,168982,494125,51.4121,-0.647991,Gunnes's thicket,"NA"
247,quercus.robur,169068,494624,51.4128,-0.640791,Merten's acres,"NA"
248,quercus.robur,169326,494177,51.4151,-0.647145,Cheapside field,"NA"
249,quercus.robur,168985,494125,51.4121,-0.64799,Gunnes's thicket,"NA"
250,quercus.robur,168987,494125,51.4121,-0.647989,Gunnes's thicket,"NA"
251,quercus.robur,169215,494005,51.4142,-0.649652,Farm wood,"NA"
252,quercus.robur,168878,493899,51.4112,-0.651255,Cascade marsh,"NA"
253,quercus.robur,168918,493961,51.4115,-0.650356,Cascade marsh,"NA"
254,quercus.robur,169412,493876,51.416,-0.651455,Pound hill field,"NA"
255,quercus.robur,169322,494168,51.4151,-0.647273,Cheapside field,"NA"
256,quercus.robur,168893,493882,51.4113,-0.651498,Cascade marsh,"NA"
257,quercus.robur,168895,493856,51.4113,-0.651881,Cascade marsh,"NA"
258,quercus.robur,168878,493882,51.4112,-0.651498,Cascade marsh,"NA"
259,quercus.robur,168872,493885,51.4111,-0.651459,Cascade marsh,"NA"
260,quercus.robur,168876,493885,51.4111,-0.65146,Cascade marsh,"NA"
261,quercus.robur,168884,493880,51.4112,-0.651533,Cascade marsh,"NA"
262,quercus.robur,168887,493881,51.4112,-0.651524,Cascade marsh,"NA"
263,quercus.robur,168881,493888,51.4112,-0.651424,Cascade marsh,"NA"
264,quercus.robur,168881,493898,51.4112,-0.651275,Cascade marsh,"NA"
265,quercus.robur,168877,493896,51.4112,-0.651311,Cascade marsh,"NA"
266,quercus.robur,168894,493883,51.4113,-0.651485,Cascade marsh,"NA"
267,quercus.robur,168901,493888,51.4114,-0.651415,Cascade marsh,"NA"
268,quercus.robur,168898,493877,51.4113,-0.65157,Cascade marsh,"NA"
269,quercus.robur,168887,493870,51.4112,-0.651669,Cascade marsh,"NA"
270,quercus.robur,168891,493875,51.4113,-0.651607,Cascade marsh,"NA"
271,quercus.robur,168908,493877,51.4114,-0.651576,Cascade marsh,"NA"
272,quercus.robur,168905,493876,51.4114,-0.65159,Cascade marsh,"NA"
273,quercus.robur,168898,493877,51.4113,-0.651566,Cascade marsh,"NA"
274,quercus.robur,168897,493871,51.4113,-0.651662,Cascade marsh,"NA"
275,quercus.robur,168893,493870,51.4113,-0.651672,Cascade marsh,"NA"
276,quercus.robur,168898,493873,51.4113,-0.651634,Cascade marsh,"NA"
277,quercus.robur,168888,493869,51.4113,-0.651695,Cascade marsh,"NA"
278,quercus.robur,168897,493852,51.4113,-0.651925,Cascade marsh,"NA"
279,quercus.robur,168887,493848,51.4112,-0.651991,Cascade marsh,"NA"
280,quercus.robur,168879,493860,51.4112,-0.651827,Cascade marsh,"NA"
281,quercus.robur,168882,493856,51.4112,-0.651885,Cascade marsh,"NA"
282,quercus.robur,168886,493848,51.4112,-0.651994,Cascade marsh,"NA"
283,quercus.robur,168895,493851,51.4113,-0.651951,Cascade marsh,"NA"
284,quercus.robur,168884,493844,51.4112,-0.652056,Cascade marsh,"NA"
285,quercus.robur,168878,493850,51.4112,-0.651961,Cascade marsh,"NA"
286,quercus.robur,168880,493849,51.4112,-0.651983,Cascade marsh,"NA"
287,quercus.robur,168875,493855,51.4111,-0.651893,Cascade marsh,"NA"
288,quercus.robur,168873,493866,51.4111,-0.651742,Cascade marsh,"NA"
289,quercus.robur,168876,493857,51.4112,-0.65187,Cascade marsh,"NA"
290,quercus.robur,168863,493854,51.411,-0.651913,Cascade marsh,"NA"
291,quercus.robur,168863,493857,51.411,-0.65187,Cascade marsh,"NA"
292,quercus.robur,168865,493862,51.411,-0.651791,Cascade marsh,"NA"
293,quercus.robur,168859,493863,51.411,-0.65178,Cascade marsh,"NA"
294,quercus.robur,168854,493861,51.411,-0.651814,Cascade marsh,"NA"
295,quercus.robur,168873,493866,51.4111,-0.651733,Cascade marsh,"NA"
296,quercus.robur,168872,493868,51.4111,-0.651715,Cascade marsh,"NA"
297,quercus.robur,168867,493876,51.4111,-0.651597,Cascade marsh,"NA"
298,quercus.robur,168870,493876,51.4111,-0.65159,Cascade marsh,"NA"
299,quercus.robur,168884,493864,51.4112,-0.651769,Cascade marsh,"NA"
300,quercus.robur,168920,493967,51.4115,-0.650266,Cascade marsh,"NA"
301,quercus.robur,168917,493968,51.4115,-0.650265,Cascade marsh,"NA"
302,quercus.robur,168919,493968,51.4115,-0.650252,Cascade marsh,"NA"
303,quercus.robur,168918,493971,51.4115,-0.650221,Cascade marsh,"NA"
304,quercus.robur,168934,493950,51.4117,-0.650506,Cascade marsh,"NA"
305,quercus.robur,168926,493945,51.4116,-0.65059,Cascade marsh,"NA"
306,quercus.robur,168927,493948,51.4116,-0.650551,Cascade marsh,"NA"
307,quercus.robur,168915,493954,51.4115,-0.650456,Cascade marsh,"NA"
308,quercus.robur,168912,493954,51.4115,-0.650458,Cascade marsh,"NA"
309,quercus.robur,168913,493948,51.4115,-0.650545,Cascade marsh,"NA"
310,quercus.robur,168872,493871,51.4111,-0.65167,Cascade marsh,"NA"
311,quercus.robur,168902,493949,51.4114,-0.650532,Cascade marsh,"NA"
312,quercus.robur,168908,493947,51.4114,-0.650563,Cascade marsh,"NA"
313,quercus.robur,168910,493946,51.4114,-0.650579,Cascade marsh,"NA"
314,quercus.robur,168906,493953,51.4114,-0.650474,Cascade marsh,"NA"
315,quercus.robur,168903,493947,51.4114,-0.650568,Cascade marsh,"NA"
316,quercus.robur,168902,493947,51.4114,-0.650562,Cascade marsh,"NA"
317,quercus.robur,168919,493965,51.4115,-0.650298,Cascade marsh,"NA"
318,quercus.robur,168887,493866,51.4112,-0.651731,Cascade marsh,"NA"
319,quercus.robur,NULL,NULL,NULL,NULL,NA,"NA"
320,quercus.robur,168622,494268,51.4088,-0.64603,Rookery slope,"NA"
321,quercus.robur,168609,494265,51.4087,-0.646073,Rookery slope,"NA"
322,quercus.robur,168632,494245,51.4089,-0.646353,Rookery slope,"NA"
323,quercus.robur,168616,494251,51.4087,-0.646264,Rookery slope,"NA"
324,quercus.robur,168643,494244,51.409,-0.646358,Rookery slope,"NA"
325,quercus.robur,168634,494228,51.4089,-0.646599,Rookery slope,"NA"
326,quercus.robur,168644,494245,51.409,-0.646353,Elm slope,"NA"
327,quercus.robur,168455,494242,51.4073,-0.646448,Rookery slope,"veteran"
328,quercus.robur,168376,494155,51.4066,-0.647717,Old orchard,"NA"
329,quercus.robur,168369,494145,51.4065,-0.647866,Old orchard,"NA"
330,quercus.robur,168369,494145,51.4065,-0.64786,Old orchard,"NA"
331,quercus.robur,168379,494149,51.4066,-0.647798,Old orchard,"NA"
332,quercus.robur,168384,494149,51.4067,-0.647795,Old orchard,"NA"
333,quercus.robur,168392,494147,51.4067,-0.647819,Old orchard,"NA"
334,quercus.robur,168364,494152,51.4065,-0.647767,Old orchard,"NA"
335,quercus.robur,168360,494146,51.4065,-0.647849,Old orchard,"NA"
336,quercus.robur,168358,494146,51.4064,-0.647845,Old orchard,"NA"
337,quercus.robur,168353,494144,51.4064,-0.647876,Old orchard,"NA"
338,quercus.robur,168352,494149,51.4064,-0.647812,Old orchard,"NA"
339,quercus.robur,168352,494149,51.4064,-0.647805,Old orchard,"NA"
340,quercus.robur,168356,494152,51.4064,-0.647759,Old orchard,"NA"
341,quercus.robur,169163,494281,51.4137,-0.645689,Nash's copse,"NA"
342,quercus.robur,169167,494264,51.4137,-0.645931,Nash's copse,"NA"
343,quercus.robur,169174,494291,51.4138,-0.645552,Nash's copse,"NA"
344,quercus.robur,169155,494229,51.4136,-0.646447,Weir wood,"NA"
345,quercus.robur,169154,494216,51.4136,-0.646635,Weir wood,"NA"
346,quercus.robur,169145,494234,51.4135,-0.646372,Weir wood,"NA"
347,quercus.robur,169141,494223,51.4135,-0.646529,Weir wood,"NA"
348,quercus.robur,169149,494256,51.4135,-0.64605,Weir wood,"NA"
349,quercus.robur,169146,494254,51.4135,-0.646081,Kissing gate,"NA"
350,quercus.robur,169142,494255,51.4135,-0.646076,Kissing gate,"NA"
351,quercus.robur,169137,494252,51.4134,-0.646119,Kissing gate,"NA"
352,quercus.robur,169160,494264,51.4136,-0.64594,Kissing gate,"NA"
353,quercus.robur,169060,494171,51.4127,-0.647318,Weir wood," "
354,quercus.robur,169053,494176,51.4127,-0.647238,Weir wood,"NA"
355,quercus.robur,169038,494182,51.4125,-0.647149,Weir wood,"NA"
356,quercus.robur,169039,494179,51.4126,-0.647187,Weir wood,"NA"
357,quercus.robur,169170,494350,51.4137,-0.644695,Nash's field,"NA"
358,quercus.robur,169173,494350,51.4137,-0.644707,Nash's field,"NA"
359,quercus.robur,169170,494344,51.4137,-0.644782,Nash's field,"NA"
360,quercus.robur,169169,494344,51.4137,-0.644782,Nash's field,"NA"
361,quercus.robur,169171,494336,51.4137,-0.644899,Nash's field,"NA"
