TreeID,TreeForm,Girth_cm,Stems,HeightGirth_cm,Estimated,Date
1045,maiden,28,NULL,NA,NULL,"2007-2015
"
1046,maiden,199,NULL,NA,NULL,"2007-2015
"
1047,maiden,123,NULL,NA,NULL,"2007-2015
"
1048,maiden,74,NULL,NA,NULL,"2007-2015
"
1049,maiden,65,NULL,NA,NULL,"2007-2015
"
1050,maiden,188,NULL,NA,NULL,"2007-2015
"
1051,maiden,50,NULL,NA,NULL,"2007-2015
"
1052,maiden,26,NULL,NA,NULL,"2007-2015
"
1053,maiden,84,NULL,NA,NULL,"2007-2015
"
1054,maiden,244,NULL,NA,NULL,"2007-2015
"
1055,maiden,119,NULL,NA,NULL,"2007-2015
"
1056,maiden,229,NULL,NA,NULL,"2007-2015
"
1057,maiden,114,NULL,NA,NULL,"2007-2015
"
1058,maiden,153,NULL,NA,NULL,"2007-2015
"
1058,maiden,179,1,130,0,"2016-2019
"
1059,maiden,74,NULL,NA,NULL,"2007-2015
"
1059,maiden,100,1,130,0,"2016-2019
"
1060,maiden,158,NULL,NA,NULL,"2007-2015
"
1060,maiden,172,1,130,0,"2016-2019
"
1061,maiden,140,NULL,NA,NULL,"2007-2015
"
1061,maiden,155,1,130,0,"2016-2019
"
1062,maiden,107,NULL,NA,NULL,"2007-2015
"
1064,maiden,106,NULL,NA,NULL,"2007-2015
"
1064,maiden,110,1,130,0,"2016-2019
"
1065,multistem,380,2,130,0,"2016-2019
"
1066,maiden,155,NULL,NA,NULL,"2007-2015
"
1066,maiden,180,1,130,0,"2016-2019
"
1067,maiden,137,NULL,NA,NULL,"2007-2015
"
1067,maiden,189,1,130,0,"2016-2019
"
1068,maiden,191,1,130,0,"2016-2019
"
1069,maiden,171,1,130,0,"2016-2019
"
1070,maiden,234,NULL,NA,NULL,"2007-2015
"
1070,maiden,307,1,130,0,"2016-2019
"
1071,maiden,238,NULL,NA,NULL,"2007-2015
"
1071,maiden,485,1,130,0,"2016-2019
"
1072,maiden,162,NULL,NA,NULL,"2007-2015
"
1072,maiden,156,1,130,0,"2016-2019
"
1073,maiden,217,NULL,NA,NULL,"2007-2015
"
1073,maiden,256,1,130,0,"2016-2019
"
1074,maiden,470,NULL,NA,NULL,"2007-2015
"
1074,maiden,475,1,130,0,"2016-2019
"
1075,maiden,105,NULL,NA,NULL,"2007-2015
"
1075,maiden,123,1,130,0,"2016-2019
"
1076,maiden,66,NULL,NA,NULL,"2007-2015
"
1077,maiden,158,NULL,NA,NULL,"2007-2015
"
1078,maiden,100,NULL,NA,NULL,"2007-2015
"
1079,maiden,86,NULL,NA,NULL,"2007-2015
"
1080,maiden,141,NULL,NA,NULL,"2007-2015
"
1080,maiden,150,1,130,0,"2016-2019
"
1081,maiden,78,NULL,NA,NULL,"2007-2015
"
1081,maiden,82,1,130,0,"2016-2019
"
1082,maiden,144,NULL,NA,NULL,"2007-2015
"
1083,maiden,140,NULL,NA,NULL,"2007-2015
"
1083,maiden,142,1,130,0,"2016-2019
"
1084,maiden,105,NULL,NA,NULL,"2007-2015
"
1085,maiden,161,NULL,NA,NULL,"2007-2015
"
1086,maiden,140,NULL,NA,NULL,"2007-2015
"
1087,maiden,346,NULL,NA,NULL,"2007-2015
"
1087,maiden,348,1,130,0,"2016-2019
"
1089,maiden,56,NULL,NA,NULL,"2007-2015
"
1090,maiden,60,NULL,NA,NULL,"2007-2015
"
1091,maiden,53,NULL,NA,NULL,"2007-2015
"
1092,maiden,245,NULL,NA,NULL,"2007-2015
"
1094,maiden,178,NULL,NA,NULL,"2007-2015
"
1095,maiden,187,NULL,NA,NULL,"2007-2015
"
1097,maiden,195,NULL,NA,NULL,"2007-2015
"
1098,maiden,133,NULL,NA,NULL,"2007-2015
"
1099,maiden,128,NULL,NA,NULL,"2007-2015
"
1100,maiden,138,NULL,NA,NULL,"2007-2015
"
1101,maiden,320,NULL,NA,NULL,"2007-2015
"
1102,maiden,111,NULL,NA,NULL,"2007-2015
"
1103,maiden,56,NULL,NA,NULL,"2007-2015
"
1104,maiden,165,NULL,NA,NULL,"2007-2015
"
1105,maiden,75,NULL,NA,NULL,"2007-2015
"
1106,maiden,76,NULL,NA,NULL,"2007-2015
"
1107,maiden,135,NULL,NA,NULL,"2007-2015
"
1108,maiden,109,NULL,NA,NULL,"2007-2015
"
1109,maiden,58,NULL,NA,NULL,"2007-2015
"
1110,maiden,92,NULL,NA,NULL,"2007-2015
"
1111,maiden,108,NULL,NA,NULL,"2007-2015
"
1112,maiden,68,NULL,NA,NULL,"2007-2015
"
1113,maiden,52,NULL,NA,NULL,"2007-2015
"
1114,maiden,220,NULL,NA,NULL,"2007-2015
"
1115,maiden,447,NULL,NA,NULL,"2007-2015
"
1116,maiden,38,NULL,NA,NULL,"2007-2015
"
1117,maiden,72,NULL,NA,NULL,"2007-2015
"
1118,maiden,153,NULL,NA,NULL,"2007-2015
"
1119,maiden,99,NULL,NA,NULL,"2007-2015
"
1120,maiden,90,NULL,NA,NULL,"2007-2015
"
1121,maiden,44,NULL,NA,NULL,"2007-2015
"
1122,maiden,113,NULL,NA,NULL,"2007-2015
"
1122,maiden,112,1,130,0,"2016-2019
"
1123,maiden,125,NULL,NA,NULL,"2007-2015
"
1123,maiden,136,1,130,0,"2016-2019
"
1124,maiden,193,NULL,NA,NULL,"2007-2015
"
1125,maiden,127,NULL,NA,NULL,"2007-2015
"
1125,maiden,140,1,130,0,"2016-2019
"
1126,maiden,156,NULL,NA,NULL,"2007-2015
"
1126,maiden,174,1,130,0,"2016-2019
"
1127,maiden,206,NULL,NA,NULL,"2007-2015
"
1128,maiden,97,NULL,NA,NULL,"2007-2015
"
1128,maiden,96,1,130,0,"2016-2019
"
1129,maiden,120,NULL,NA,NULL,"2007-2015
"
1130,maiden,91,NULL,NA,NULL,"2007-2015
"
1131,maiden,89,NULL,NA,NULL,"2007-2015
"
1132,maiden,180,NULL,NA,NULL,"2007-2015
"
1133,maiden,143,NULL,NA,NULL,"2007-2015
"
1134,maiden,81,1,130,0,"2016-2019
"
1135,maiden,116,NULL,NA,NULL,"2007-2015
"
1135,maiden,135,1,100,0,"2016-2019
"
1136,maiden,86,NULL,NA,NULL,"2007-2015
"
1137,maiden,61,NULL,NA,NULL,"2007-2015
"
1137,maiden,77,1,130,0,"2016-2019
"
1138,maiden,74,NULL,NA,NULL,"2007-2015
"
1139,maiden,67,NULL,NA,NULL,"2007-2015
"
1139,maiden,66,1,130,0,"2016-2019
"
1141,maiden,302,NULL,NA,NULL,"2007-2015
"
1142,maiden,237,NULL,NA,NULL,"2007-2015
"
1142,maiden,279,1,130,0,"2016-2019
"
1143,maiden,235,NULL,NA,NULL,"2007-2015
"
1143,maiden,239,1,130,0,"2016-2019
"
1144,maiden,308,NULL,NA,NULL,"2007-2015
"
1144,maiden,310,1,130,0,"2016-2019
"
1145,maiden,66,NULL,NA,NULL,"2007-2015
"
1146,maiden,109,NULL,NA,NULL,"2007-2015
"
1147,maiden,77,NULL,NA,NULL,"2007-2015
"
1148,maiden,78,NULL,NA,NULL,"2007-2015
"
1150,maiden,60,NULL,NA,NULL,"2007-2015
"
1151,maiden,52,NULL,NA,NULL,"2007-2015
"
1151,maiden,49,1,130,0,"2016-2019
"
1152,maiden,80,NULL,NA,NULL,"2007-2015
"
1153,maiden,131,NULL,NA,NULL,"2007-2015
"
1154,multistem,154,NULL,NA,NULL,"2007-2015
"
1154,multistem,238,2,130,0,"2016-2019
"
1155,maiden,110,NULL,NA,NULL,"2007-2015
"
1156,maiden,113,NULL,NA,NULL,"2007-2015
"
1157,maiden,68,NULL,NA,NULL,"2007-2015
"
1157,maiden,78,1,130,0,"2016-2019
"
1158,maiden,63,NULL,NA,NULL,"2007-2015
"
1158,maiden,63,1,130,0,"2016-2019
"
1159,maiden,180,NULL,NA,NULL,"2007-2015
"
1159,maiden,193,1,130,0,"2016-2019
"
1160,maiden,179,NULL,NA,NULL,"2007-2015
"
1161,maiden,221,NULL,NA,NULL,"2007-2015
"
1161,maiden,230,1,130,0,"2016-2019
"
1162,maiden,224,NULL,NA,NULL,"2007-2015
"
1162,maiden,254,1,120,0,"2016-2019
"
1163,maiden,207,1,130,0,"2016-2019
"
1164,maiden,119,NULL,NA,NULL,"2007-2015
"
1164,maiden,125,1,130,0,"2016-2019
"
1165,maiden,152,NULL,NA,NULL,"2007-2015
"
1165,maiden,161,1,130,0,"2016-2019
"
1166,maiden,93,NULL,NA,NULL,"2007-2015
"
1166,maiden,117,1,130,0,"2016-2019
"
1167,maiden,151,1,130,0,"2016-2019
"
1168,maiden,64,NULL,NA,NULL,"2007-2015
"
1169,maiden,394,NULL,NA,NULL,"2007-2015
"
1169,maiden,420,1,130,0,"2016-2019
"
1170,maiden,185,NULL,NA,NULL,"2007-2015
"
1170,maiden,191,1,130,0,"2016-2019
"
1171,maiden,360,1,130,0,"2016-2019
"
1172,maiden,352,NULL,NA,NULL,"2007-2015
"
1172,maiden,354,1,110,0,"2016-2019
"
1173,maiden,132,NULL,NA,NULL,"2007-2015
"
1174,maiden,105,NULL,NA,NULL,"2007-2015
"
1175,maiden,52,NULL,NA,NULL,"2007-2015
"
1176,maiden,95,NULL,NA,NULL,"2007-2015
"
1177,maiden,65,NULL,NA,NULL,"2007-2015
"
1177,maiden,73,1,130,0,"2016-2019
"
1178,maiden,338,NULL,NA,NULL,"2007-2015
"
1178,maiden,347,1,130,0,"2016-2019
"
1179,maiden,343,NULL,NA,NULL,"2007-2015
"
1180,maiden,155,NULL,NA,NULL,"2007-2015
"
1180,maiden,173,1,130,0,"2016-2019
"
1181,maiden,66,NULL,NA,NULL,"2007-2015
"
1181,maiden,70,1,130,0,"2016-2019
"
1182,maiden,322,NULL,NA,NULL,"2007-2015
"
1182,maiden,327,1,130,0,"2016-2019
"
1184,maiden,419,NULL,NA,NULL,"2007-2015
"
1184,maiden,442,1,130,0,"2016-2019
"
1185,maiden,80,NULL,NA,NULL,"2007-2015
"
1186,maiden,135,NULL,NA,NULL,"2007-2015
"
1187,maiden,345,NULL,NA,NULL,"2007-2015
"
1187,maiden,346,1,130,0,"2016-2019
"
1188,maiden,54,NULL,NA,NULL,"2007-2015
"
1189,maiden,321,1,130,0,"2016-2019
"
1190,maiden,72,NULL,NA,NULL,"2007-2015
"
1191,maiden,168,NULL,NA,NULL,"2007-2015
"
1192,maiden,218,1,130,0,"2016-2019
"
1193,multistem,149,NULL,NA,NULL,"2007-2015
"
1193,multistem,220,1,base,0,"2016-2019
"
1194,maiden,60,NULL,NA,NULL,"2007-2015
"
1194,maiden,67,1,130,0,"2016-2019
"
1195,maiden,155,NULL,NA,NULL,"2007-2015
"
1195,maiden,184,1,130,0,"2016-2019
"
1196,maiden,109,NULL,NA,NULL,"2007-2015
"
1196,maiden,119,1,130,0,"2016-2019
"
1197,maiden,107,NULL,NA,NULL,"2007-2015
"
1198,maiden,111,NULL,NA,NULL,"2007-2015
"
1198,maiden,124,1,130,0,"2016-2019
"
1199,maiden,220,1,130,0,"2016-2019
"
1200,maiden,155,1,130,0,"2016-2019
"
1201,maiden,180,1,130,0,"2016-2019
"
1202,maiden,128,1,130,0,"2016-2019
"
1203,maiden,145,1,130,0,"2016-2019
"
1204,maiden,192,1,130,0,"2016-2019
"
1205,maiden,126,NULL,NA,NULL,"2007-2015
"
1205,maiden,149,1,130,0,"2016-2019
"
1206,multistem,129,NULL,NA,NULL,"2007-2015
"
1206,multistem,205,2,130,0,"2016-2019
"
1207,maiden,216,NULL,NA,NULL,"2007-2015
"
1207,maiden,195,1,130,0,"2016-2019
"
1208,maiden,114,NULL,NA,NULL,"2007-2015
"
1208,maiden,131,1,130,0,"2016-2019
"
1209,maiden,295,1,130,0,"2016-2019
"
1210,maiden,225,1,130,0,"2016-2019
"
1211,maiden,398,NULL,NA,NULL,"2007-2015
"
1211,maiden,409,1,130,0,"2016-2019
"
1212,maiden,125,NULL,NA,NULL,"2007-2015
"
1213,maiden,70,NULL,NA,NULL,"2007-2015
"
1213,maiden,85,1,130,0,"2016-2019
"
1214,maiden,77,NULL,NA,NULL,"2007-2015
"
1214,maiden,89,1,130,0,"2016-2019
"
1215,maiden,67,NULL,NA,NULL,"2007-2015
"
1215,maiden,80,1,130,0,"2016-2019
"
1216,maiden,56,NULL,NA,NULL,"2007-2015
"
1216,maiden,61,1,130,0,"2016-2019
"
1217,maiden,32,NULL,NA,NULL,"2007-2015
"
1218,maiden,46,NULL,NA,NULL,"2007-2015
"
1218,maiden,53,1,130,0,"2016-2019
"
1219,maiden,67,NULL,NA,NULL,"2007-2015
"
1219,maiden,78,1,130,0,"2016-2019
"
1220,maiden,108,NULL,NA,NULL,"2007-2015
"
1220,maiden,139,1,130,0,"2016-2019
"
1221,maiden,95,1,130,0,"2016-2019
"
1222,maiden,45,1,130,0,"2016-2019
"
1223,maiden,126,NULL,NA,NULL,"2007-2015
"
1223,maiden,156,1,130,0,"2016-2019
"
1224,maiden,59,NULL,NA,NULL,"2007-2015
"
1224,maiden,71,1,130,0,"2016-2019
"
1225,maiden,37,1,130,0,"2016-2019
"
1226,maiden,28,1,130,0,"2016-2019
"
1227,maiden,66,1,130,0,"2016-2019
"
1228,maiden,38,1,130,0,"2016-2019
"
1229,maiden,77,NULL,NA,NULL,"2007-2015
"
1229,maiden,90,1,130,0,"2016-2019
"
1230,maiden,46,1,130,0,"2016-2019
"
1231,maiden,49,1,130,0,"2016-2019
"
1232,maiden,77,NULL,NA,NULL,"2007-2015
"
1232,maiden,86,1,130,0,"2016-2019
"
1233,maiden,104,1,130,0,"2016-2019
"
1234,maiden,63,NULL,NA,NULL,"2007-2015
"
1235,maiden,147,1,130,0,"2016-2019
"
1236,maiden,260,NULL,NA,NULL,"2007-2015
"
1236,maiden,310,1,130,0,"2016-2019
"
1237,maiden,168,1,130,0,"2016-2019
"
1238,maiden,600,1,130,1,"2016-2019
"
1239,maiden,194,NULL,NA,NULL,"2007-2015
"
1239,maiden,210,1,130,0,"2016-2019
"
1240,maiden,27,1,130,0,"2016-2019
"
1241,maiden,89,1,130,0,"2016-2019
"
1242,maiden,86,NULL,NA,NULL,"2007-2015
"
1242,maiden,105,1,130,0,"2016-2019
"
1243,maiden,61,NULL,NA,NULL,"2007-2015
"
1243,maiden,71,1,130,0,"2016-2019
"
1244,maiden,59,NULL,NA,NULL,"2007-2015
"
1244,maiden,65,1,130,0,"2016-2019
"
1245,maiden,103,NULL,NA,NULL,"2007-2015
"
1245,maiden,119,1,130,0,"2016-2019
"
1246,maiden,48,NULL,NA,NULL,"2007-2015
"
1246,maiden,59,1,130,0,"2016-2019
"
1247,maiden,74,NULL,NA,NULL,"2007-2015
"
1247,maiden,83,1,130,0,"2016-2019
"
1248,maiden,71,NULL,NA,NULL,"2007-2015
"
1248,maiden,75,1,130,0,"2016-2019
"
1249,multistem,57,NULL,NA,NULL,"2007-2015
"
1249,multistem,168,3,130,0,"2016-2019
"
1250,maiden,50,NULL,NA,NULL,"2007-2015
"
1251,maiden,90,NULL,NA,NULL,"2007-2015
"
1251,maiden,104,1,130,0,"2016-2019
"
1252,maiden,67,NULL,NA,NULL,"2007-2015
"
1252,maiden,70,1,130,0,"2016-2019
"
1253,maiden,58,NULL,NA,NULL,"2007-2015
"
1253,maiden,71,1,130,0,"2016-2019
"
1254,maiden,63,NULL,NA,NULL,"2007-2015
"
1254,maiden,76,1,130,0,"2016-2019
"
1255,maiden,102,NULL,NA,NULL,"2007-2015
"
1255,maiden,115,1,130,0,"2016-2019
"
1256,maiden,90,NULL,NA,NULL,"2007-2015
"
1256,maiden,113,1,130,0,"2016-2019
"
1257,maiden,69,NULL,NA,NULL,"2007-2015
"
1257,maiden,73,1,130,0,"2016-2019
"
1258,multistem,129,NULL,NA,NULL,"2007-2015
"
1258,multistem,140,2,130,0,"2016-2019
"
1259,maiden,58,NULL,NA,NULL,"2007-2015
"
1259,maiden,50,1,130,0,"2016-2019
"
1260,multistem,96,NULL,NA,NULL,"2007-2015
"
1260,multistem,146,2,130,0,"2016-2019
"
1261,maiden,55,NULL,NA,NULL,"2007-2015
"
1261,maiden,64,1,130,0,"2016-2019
"
1262,multistem,70,NULL,NA,NULL,"2007-2015
"
1262,multistem,186,4,130,0,"2016-2019
"
1263,maiden,26,NULL,NA,NULL,"2007-2015
"
1263,maiden,29,1,130,0,"2016-2019
"
1264,maiden,54,NULL,NA,NULL,"2007-2015
"
1264,maiden,62,1,130,0,"2016-2019
"
1265,maiden,110,NULL,NA,NULL,"2007-2015
"
1265,maiden,108,1,130,0,"2016-2019
"
1267,maiden,47,NULL,NA,NULL,"2007-2015
"
1267,maiden,54,1,130,0,"2016-2019
"
1268,multistem,61,NULL,NA,NULL,"2007-2015
"
1268,multistem,107,2,130,0,"2016-2019
"
1269,maiden,54,NULL,NA,NULL,"2007-2015
"
1269,maiden,60,1,100,0,"2016-2019
"
1270,maiden,42,1,130,0,"2016-2019
"
1271,maiden,73,1,130,0,"2016-2019
"
1272,maiden,211,NULL,NA,NULL,"2007-2015
"
1272,maiden,228,1,130,0,"2016-2019
"
1273,maiden,44,NULL,NA,NULL,"2007-2015
"
1274,maiden,255,NULL,NA,NULL,"2007-2015
"
1274,maiden,266,1,130,0,"2016-2019
"
1275,maiden,318,NULL,NA,NULL,"2007-2015
"
1275,maiden,325,1,130,0,"2016-2019
"
1276,maiden,277,1,130,0,"2016-2019
"
1277,maiden,312,NULL,NA,NULL,"2007-2015
"
1277,maiden,322,1,130,0,"2016-2019
"
1278,maiden,280,NULL,NA,NULL,"2007-2015
"
1278,maiden,286,1,130,0,"2016-2019
"
1279,maiden,265,NULL,NA,NULL,"2007-2015
"
1279,maiden,271,1,130,0,"2016-2019
"
