TreeID,TreeForm,Girth_cm,Stems,HeightGirth_cm,Estimated,Date
285,maiden,131,NULL,NA,NULL,"2007-2015
"
286,maiden,161,NULL,NA,NULL,"2007-2015
"
287,maiden,171,NULL,NA,NULL,"2007-2015
"
288,maiden,229,NULL,NA,NULL,"2007-2015
"
289,maiden,104,NULL,NA,NULL,"2007-2015
"
290,maiden,100,NULL,NA,NULL,"2007-2015
"
291,maiden,153,NULL,NA,NULL,"2007-2015
"
292,maiden,165,NULL,NA,NULL,"2007-2015
"
293,maiden,171,NULL,NA,NULL,"2007-2015
"
294,maiden,152,NULL,NA,NULL,"2007-2015
"
295,maiden,84,NULL,NA,NULL,"2007-2015
"
296,maiden,93,NULL,NA,NULL,"2007-2015
"
297,maiden,140,NULL,NA,NULL,"2007-2015
"
298,maiden,100,NULL,NA,NULL,"2007-2015
"
299,maiden,122,NULL,NA,NULL,"2007-2015
"
300,maiden,49,NULL,NA,NULL,"2007-2015
"
301,maiden,153,NULL,NA,NULL,"2007-2015
"
302,maiden,53,NULL,NA,NULL,"2007-2015
"
303,maiden,223,NULL,NA,NULL,"2007-2015
"
304,maiden,165,NULL,NA,NULL,"2007-2015
"
305,maiden,118,NULL,NA,NULL,"2007-2015
"
306,maiden,140,NULL,NA,NULL,"2007-2015
"
307,maiden,161,NULL,NA,NULL,"2007-2015
"
308,maiden,87,NULL,NA,NULL,"2007-2015
"
309,maiden,133,NULL,NA,NULL,"2007-2015
"
310,maiden,98,NULL,NA,NULL,"2007-2015
"
311,maiden,110,NULL,NA,NULL,"2007-2015
"
312,maiden,97,NULL,NA,NULL,"2007-2015
"
313,maiden,38,NULL,NA,NULL,"2007-2015
"
314,maiden,152,NULL,NA,NULL,"2007-2015
"
315,maiden,124,NULL,NA,NULL,"2007-2015
"
316,maiden,120,NULL,NA,NULL,"2007-2015
"
317,maiden,220,NULL,NA,NULL,"2007-2015
"
318,maiden,153,NULL,NA,NULL,"2007-2015
"
320,maiden,190,NULL,NA,NULL,"2007-2015
"
321,maiden,249,NULL,NA,NULL,"2007-2015
"
321,maiden,263,1,130,0,"2016-2019
"
322,maiden,152,NULL,NA,NULL,"2007-2015
"
322,maiden,172,1,130,0,"2016-2019
"
323,maiden,196,NULL,NA,NULL,"2007-2015
"
323,maiden,218,1,130,0,"2016-2019
"
324,maiden,52,NULL,NA,NULL,"2007-2015
"
324,maiden,56,1,130,0,"2016-2019
"
325,maiden,250,NULL,NA,NULL,"2007-2015
"
325,maiden,256,1,130,0,"2016-2019
"
326,maiden,197,NULL,NA,NULL,"2007-2015
"
326,maiden,212,1,130,0,"2016-2019
"
327,maiden,368,NULL,NA,NULL,"2007-2015
"
328,maiden,241,NULL,NA,NULL,"2007-2015
"
328,maiden,240,1,130,0,"2016-2019
"
329,maiden,91,NULL,NA,NULL,"2007-2015
"
329,maiden,233,1,130,0,"2016-2019
"
331,maiden,66,NULL,NA,NULL,"2007-2015
"
332,maiden,112,NULL,NA,NULL,"2007-2015
"
333,maiden,79,NULL,NA,NULL,"2007-2015
"
334,maiden,107,NULL,NA,NULL,"2007-2015
"
334,maiden,106,1,130,0,"2016-2019
"
335,maiden,80,NULL,NA,NULL,"2007-2015
"
336,maiden,68,NULL,NA,NULL,"2007-2015
"
336,maiden,65,1,130,0,"2016-2019
"
337,maiden,49,NULL,NA,NULL,"2007-2015
"
338,maiden,42,NULL,NA,NULL,"2007-2015
"
340,maiden,50,NULL,NA,NULL,"2007-2015
"
341,maiden,190,NULL,NA,NULL,"2007-2015
"
341,maiden,190,1,130,0,"2016-2019
"
342,maiden,107,NULL,NA,NULL,"2007-2015
"
343,maiden,55,NULL,NA,NULL,"2007-2015
"
344,maiden,207,NULL,NA,NULL,"2007-2015
"
344,maiden,222,1,130,0,"2016-2019
"
345,maiden,200,1,130,0,"2016-2019
"
346,maiden,174,NULL,NA,NULL,"2007-2015
"
346,maiden,190,1,130,0,"2016-2019
"
347,maiden,137,NULL,NA,NULL,"2007-2015
"
348,maiden,131,NULL,NA,NULL,"2007-2015
"
349,maiden,145,1,130,0,"2016-2019
"
350,maiden,122,NULL,NA,NULL,"2007-2015
"
350,maiden,125,1,130,0,"2016-2019
"
351,maiden,163,NULL,NA,NULL,"2007-2015
"
351,maiden,206,1,130,0,"2016-2019
"
352,maiden,232,1,130,0,"2016-2019
"
353,maiden,74,1,130,0,"2016-2019
"
354,maiden,75,NULL,NA,NULL,"2007-2015
"
355,maiden,101,NULL,NA,NULL,"2007-2015
"
355,maiden,114,1,130,0,"2016-2019
"
356,maiden,100,NULL,NA,NULL,"2007-2015
"
356,maiden,142,1,130,0,"2016-2019
"
357,maiden,88,NULL,NA,NULL,"2007-2015
"
357,maiden,98,1,130,0,"2016-2019
"
358,maiden,31,NULL,NA,NULL,"2007-2015
"
358,maiden,35,1,130,0,"2016-2019
"
359,maiden,99,NULL,NA,NULL,"2007-2015
"
359,maiden,102,1,130,0,"2016-2019
"
360,maiden,130,NULL,NA,NULL,"2007-2015
"
360,maiden,144,1,130,0,"2016-2019
"
361,maiden,77,NULL,NA,NULL,"2007-2015
"
361,maiden,81,1,130,0,"2016-2019
"
362,maiden,58,NULL,NA,NULL,"2007-2015
"
362,maiden,64,1,130,0,"2016-2019
"
363,maiden,46,NULL,NA,NULL,"2007-2015
"
363,maiden,50,1,130,0,"2016-2019
"
364,maiden,49,NULL,NA,NULL,"2007-2015
"
364,maiden,55,1,130,0,"2016-2019
"
365,maiden,62,NULL,NA,NULL,"2007-2015
"
365,maiden,71,1,130,0,"2016-2019
"
366,maiden,135,NULL,NA,NULL,"2007-2015
"
366,maiden,181,1,130,0,"2016-2019
"
367,maiden,95,NULL,NA,NULL,"2007-2015
"
367,maiden,104,1,130,0,"2016-2019
"
368,multistem,86,NULL,NA,NULL,"2007-2015
"
368,multistem,129,2,130,0,"2016-2019
"
369,maiden,100,NULL,NA,NULL,"2007-2015
"
369,maiden,115,1,130,0,"2016-2019
"
370,maiden,59,NULL,NA,NULL,"2007-2015
"
370,maiden,68,1,130,0,"2016-2019
"
371,maiden,32,NULL,NA,NULL,"2007-2015
"
371,maiden,40,1,130,0,"2016-2019
"
372,maiden,108,NULL,NA,NULL,"2007-2015
"
372,maiden,124,1,130,0,"2016-2019
"
373,maiden,33,NULL,NA,NULL,"2007-2015
"
373,maiden,28,1,130,0,"2016-2019
"
374,maiden,30,NULL,NA,NULL,"2007-2015
"
374,maiden,33,1,130,0,"2016-2019
"
375,maiden,25,NULL,NA,NULL,"2007-2015
"
375,maiden,28,1,130,0,"2016-2019
"
376,maiden,131,NULL,NA,NULL,"2007-2015
"
377,maiden,110,NULL,NA,NULL,"2007-2015
"
379,maiden,168,NULL,NA,NULL,"2007-2015
"
379,maiden,176,1,130,0,"2016-2019
"
380,maiden,108,NULL,NA,NULL,"2007-2015
"
381,maiden,61,NULL,NA,NULL,"2007-2015
"
381,maiden,176,1,130,0,"2016-2019
"
383,maiden,95,NULL,NA,NULL,"2007-2015
"
385,maiden,87,NULL,NA,NULL,"2007-2015
"
386,maiden,82,NULL,NA,NULL,"2007-2015
"
387,maiden,73,NULL,NA,NULL,"2007-2015
"
388,maiden,51,NULL,NA,NULL,"2007-2015
"
389,maiden,110,NULL,NA,NULL,"2007-2015
"
389,maiden,127,1,130,0,"2016-2019
"
390,maiden,79,NULL,NA,NULL,"2007-2015
"
391,maiden,50,NULL,NA,NULL,"2007-2015
"
392,maiden,80,NULL,NA,NULL,"2007-2015
"
393,maiden,63,NULL,NA,NULL,"2007-2015
"
394,maiden,125,NULL,NA,NULL,"2007-2015
"
394,maiden,141,1,130,0,"2016-2019
"
395,maiden,68,NULL,NA,NULL,"2007-2015
"
396,maiden,76,NULL,NA,NULL,"2007-2015
"
396,maiden,77,1,130,0,"2016-2019
"
397,maiden,90,NULL,NA,NULL,"2007-2015
"
397,maiden,77,1,130,0,"2016-2019
"
398,maiden,79,NULL,NA,NULL,"2007-2015
"
399,maiden,76,NULL,NA,NULL,"2007-2015
"
400,maiden,105,NULL,NA,NULL,"2007-2015
"
401,maiden,85,NULL,NA,NULL,"2007-2015
"
402,maiden,65,NULL,NA,NULL,"2007-2015
"
403,maiden,150,NULL,NA,NULL,"2007-2015
"
404,maiden,91,NULL,NA,NULL,"2007-2015
"
405,maiden,124,NULL,NA,NULL,"2007-2015
"
406,maiden,130,NULL,NA,NULL,"2007-2015
"
407,maiden,45,NULL,NA,NULL,"2007-2015
"
408,maiden,53,NULL,NA,NULL,"2007-2015
"
409,maiden,132,NULL,NA,NULL,"2007-2015
"
410,maiden,178,NULL,NA,NULL,"2007-2015
"
410,maiden,175,1,130,0,"2016-2019
"
414,maiden,28,NULL,NA,NULL,"2007-2015
"
415,multistem,83,NULL,NA,NULL,"2007-2015
"
415,multistem,134,2,130,0,"2016-2019
"
416,maiden,64,NULL,NA,NULL,"2007-2015
"
416,maiden,90,1,130,0,"2016-2019
"
417,maiden,54,NULL,NA,NULL,"2007-2015
"
417,maiden,54,1,130,0,"2016-2019
"
418,maiden,261,NULL,NA,NULL,"2007-2015
"
418,maiden,276,1,130,0,"2016-2019
"
419,maiden,134,NULL,NA,NULL,"2007-2015
"
419,maiden,152,1,130,0,"2016-2019
"
420,multistem,80,NULL,NA,NULL,"2007-2015
"
420,multistem,127,1,<130,0,"2016-2019
"
422,maiden,60,NULL,NA,NULL,"2007-2015
"
422,maiden,55,1,130,0,"2016-2019
"
423,maiden,136,NULL,NA,NULL,"2007-2015
"
423,maiden,140,1,130,0,"2016-2019
"
424,multistem,177,NULL,NA,NULL,"2007-2015
"
424,multistem,245,1,base,0,"2016-2019
"
425,maiden,48,NULL,NA,NULL,"2007-2015
"
425,maiden,57,1,130,0,"2016-2019
"
426,maiden,133,NULL,NA,NULL,"2007-2015
"
426,maiden,145,1,130,0,"2016-2019
"
427,multistem,240,NULL,NA,NULL,"2007-2015
"
427,multistem,240,1,base,0,"2016-2019
"
428,maiden,69,NULL,NA,NULL,"2007-2015
"
428,maiden,70,1,130,0,"2016-2019
"
429,maiden,122,NULL,NA,NULL,"2007-2015
"
429,maiden,138,1,130,0,"2016-2019
"
430,maiden,165,NULL,NA,NULL,"2007-2015
"
430,maiden,157,1,130,0,"2016-2019
"
431,maiden,143,NULL,NA,NULL,"2007-2015
"
431,maiden,150,1,130,0,"2016-2019
"
432,maiden,128,NULL,NA,NULL,"2007-2015
"
432,maiden,153,1,130,0,"2016-2019
"
433,multistem,196,NULL,NA,NULL,"2007-2015
"
433,multistem,207,1,base,0,"2016-2019
"
434,maiden,140,NULL,NA,NULL,"2007-2015
"
434,maiden,151,1,130,0,"2016-2019
"
435,maiden,88,NULL,NA,NULL,"2007-2015
"
435,maiden,90,1,130,0,"2016-2019
"
436,maiden,197,NULL,NA,NULL,"2007-2015
"
436,maiden,212,1,130,0,"2016-2019
"
437,multistem,84,NULL,NA,NULL,"2007-2015
"
437,multistem,119,1,base,0,"2016-2019
"
438,maiden,87,NULL,NA,NULL,"2007-2015
"
438,maiden,91,1,130,0,"2016-2019
"
439,maiden,167,NULL,NA,NULL,"2007-2015
"
439,maiden,171,1,130,0,"2016-2019
"
440,maiden,130,NULL,NA,NULL,"2007-2015
"
440,maiden,135,1,130,0,"2016-2019
"
441,maiden,111,1,130,0,"2016-2019
"
443,maiden,146,NULL,NA,NULL,"2007-2015
"
443,maiden,208,1,130,0,"2016-2019
"
444,multistem,88,NULL,NA,NULL,"2007-2015
"
444,multistem,123,1,base,0,"2016-2019
"
445,multistem,174,NULL,NA,NULL,"2007-2015
"
445,multistem,228,1,base,0,"2016-2019
"
446,maiden,94,NULL,NA,NULL,"2007-2015
"
446,maiden,111,1,130,0,"2016-2019
"
447,maiden,118,NULL,NA,NULL,"2007-2015
"
447,maiden,136,1,130,0,"2016-2019
"
448,maiden,113,1,130,0,"2016-2019
"
449,maiden,91,1,130,0,"2016-2019
"
450,maiden,84,1,130,0,"2016-2019
"
451,maiden,63,1,130,0,"2016-2019
"
452,maiden,44,NULL,NA,NULL,"2007-2015
"
453,maiden,325,NULL,NA,NULL,"2007-2015
"
453,maiden,326,1,130,0,"2016-2019
"
454,maiden,114,NULL,NA,NULL,"2007-2015
"
454,maiden,124,1,130,0,"2016-2019
"
455,maiden,154,NULL,NA,NULL,"2007-2015
"
458,maiden,243,NULL,NA,NULL,"2007-2015
"
460,maiden,85,NULL,NA,NULL,"2007-2015
"
461,maiden,101,NULL,NA,NULL,"2007-2015
"
462,maiden,92,NULL,NA,NULL,"2007-2015
"
464,maiden,104,NULL,NA,NULL,"2007-2015
"
465,maiden,52,NULL,NA,NULL,"2007-2015
"
466,maiden,78,NULL,NA,NULL,"2007-2015
"
467,maiden,114,NULL,NA,NULL,"2007-2015
"
468,maiden,82,NULL,NA,NULL,"2007-2015
"
469,maiden,39,NULL,NA,NULL,"2007-2015
"
470,maiden,105,NULL,NA,NULL,"2007-2015
"
470,maiden,118,1,130,0,"2016-2019
"
471,maiden,132,NULL,NA,NULL,"2007-2015
"
471,maiden,132,1,130,0,"2016-2019
"
472,maiden,93,NULL,NA,NULL,"2007-2015
"
473,maiden,158,1,130,0,"2016-2019
"
474,maiden,210,NULL,NA,NULL,"2007-2015
"
475,maiden,113,NULL,NA,NULL,"2007-2015
"
476,maiden,88,NULL,NA,NULL,"2007-2015
"
476,maiden,83,1,130,0,"2016-2019
"
477,maiden,37,1,130,0,"2016-2019
"
478,maiden,128,1,130,0,"2016-2019
"
479,maiden,37,1,130,0,"2016-2019
"
480,maiden,280,NULL,NA,NULL,"2007-2015
"
480,maiden,283,1,130,0,"2016-2019
"
481,maiden,267,NULL,NA,NULL,"2007-2015
"
481,maiden,271,1,130,0,"2016-2019
"
482,maiden,181,NULL,NA,NULL,"2007-2015
"
482,maiden,185,1,130,0,"2016-2019
"
483,maiden,178,NULL,NA,NULL,"2007-2015
"
483,maiden,178,1,130,0,"2016-2019
"
484,maiden,29,NULL,NA,NULL,"2007-2015
"
484,maiden,36,1,130,0,"2016-2019
"
485,maiden,84,NULL,NA,NULL,"2007-2015
"
485,maiden,93,1,130,0,"2016-2019
"
486,multistem,349,2,130,0,"2016-2019
"
487,maiden,141,NULL,NA,NULL,"2007-2015
"
488,maiden,52,NULL,NA,NULL,"2007-2015
"
489,maiden,32,NULL,NA,NULL,"2007-2015
"
490,maiden,92,1,130,0,"2016-2019
"
491,maiden,73,NULL,NA,NULL,"2007-2015
"
491,maiden,83,1,130,0,"2016-2019
"
492,maiden,36,NULL,NA,NULL,"2007-2015
"
492,maiden,38,1,130,0,"2016-2019
"
493,maiden,103,1,130,0,"2016-2019
"
494,maiden,64,1,130,0,"2016-2019
"
495,maiden,68,NULL,NA,NULL,"2007-2015
"
495,maiden,69,1,130,0,"2016-2019
"
496,maiden,135,1,130,0,"2016-2019
"
497,multistem,135,NULL,NA,NULL,"2007-2015
"
497,multistem,196,2,130,0,"2016-2019
"
498,maiden,89,NULL,NA,NULL,"2007-2015
"
499,maiden,209,NULL,NA,NULL,"2007-2015
"
500,maiden,76,1,130,0,"2016-2019
"
501,maiden,168,NULL,NA,NULL,"2007-2015
"
503,maiden,80,NULL,NA,NULL,"2007-2015
"
504,multistem,153,2,130,0,"2016-2019
"
505,maiden,68,NULL,NA,NULL,"2007-2015
"
505,maiden,62,1,130,0,"2016-2019
"
506,maiden,43,NULL,NA,NULL,"2007-2015
"
506,maiden,48,1,130,0,"2016-2019
"
508,maiden,104,NULL,NA,NULL,"2007-2015
"
509,maiden,81,NULL,NA,NULL,"2007-2015
"
510,maiden,116,NULL,NA,NULL,"2007-2015
"
511,maiden,94,1,130,0,"2016-2019
"
512,maiden,258,NULL,NA,NULL,"2007-2015
"
512,maiden,260,1,130,0,"2016-2019
"
513,maiden,272,NULL,NA,NULL,"2007-2015
"
514,multistem,172,NULL,NA,NULL,"2007-2015
"
514,multistem,276,2,130,0,"2016-2019
"
515,maiden,199,NULL,NA,NULL,"2007-2015
"
515,maiden,228,1,130,0,"2016-2019
"
516,maiden,257,1,130,0,"2016-2019
"
517,maiden,61,NULL,NA,NULL,"2007-2015
"
517,maiden,89,1,130,0,"2016-2019
"
518,maiden,183,NULL,NA,NULL,"2007-2015
"
518,maiden,193,1,130,0,"2016-2019
"
519,maiden,125,NULL,NA,NULL,"2007-2015
"
519,maiden,146,1,130,0,"2016-2019
"
520,maiden,163,NULL,NA,NULL,"2007-2015
"
520,maiden,186,1,130,0,"2016-2019
"
521,maiden,451,NULL,NA,NULL,"2007-2015
"
521,maiden,455,1,130,0,"2016-2019
"
521,maiden,450,1,130,0,23/03/2021
522,maiden,111,NULL,NA,NULL,"2007-2015
"
522,maiden,121,1,130,0,"2016-2019
"
523,maiden,188,NULL,NA,NULL,"2007-2015
"
523,maiden,200,1,130,0,"2016-2019
"
524,maiden,193,NULL,NA,NULL,"2007-2015
"
524,maiden,224,1,130,0,"2016-2019
"
525,maiden,172,NULL,NA,NULL,"2007-2015
"
525,maiden,179,1,130,0,"2016-2019
"
526,maiden,107,NULL,NA,NULL,"2007-2015
"
526,maiden,112,1,130,0,"2016-2019
"
527,maiden,206,NULL,NA,NULL,"2007-2015
"
527,maiden,205,1,130,0,"2016-2019
"
528,maiden,172,NULL,NA,NULL,"2007-2015
"
528,maiden,186,1,130,0,"2016-2019
"
529,maiden,178,NULL,NA,NULL,"2007-2015
"
529,maiden,227,1,130,0,"2016-2019
"
530,maiden,130,NULL,NA,NULL,"2007-2015
"
530,maiden,134,1,130,0,"2016-2019
"
531,multistem,221,NULL,NA,NULL,"2007-2015
"
531,multistem,315,2,130,0,"2016-2019
"
532,maiden,69,NULL,NA,NULL,"2007-2015
"
532,maiden,84,1,130,0,"2016-2019
"
533,maiden,25,NULL,NA,NULL,"2007-2015
"
533,maiden,28,1,130,0,"2016-2019
"
534,maiden,87,NULL,NA,NULL,"2007-2015
"
534,maiden,104,1,130,0,"2016-2019
"
535,maiden,25,NULL,NA,NULL,"2007-2015
"
535,maiden,30,1,130,0,"2016-2019
"
536,maiden,98,NULL,NA,NULL,"2007-2015
"
536,maiden,142,1,130,0,"2016-2019
"
537,maiden,31,NULL,NA,NULL,"2007-2015
"
538,maiden,29,NULL,NA,NULL,"2007-2015
"
538,maiden,35,1,130,0,"2016-2019
"
540,maiden,48,1,130,0,"2016-2019
"
541,maiden,74,NULL,NA,NULL,"2007-2015
"
541,maiden,85,1,130,0,"2016-2019
"
542,maiden,27,NULL,NA,NULL,"2007-2015
"
542,maiden,31,1,130,0,"2016-2019
"
543,maiden,65,NULL,NA,NULL,"2007-2015
"
543,maiden,79,1,130,0,"2016-2019
"
544,maiden,20,NULL,NA,NULL,"2007-2015
"
545,maiden,22,NULL,NA,NULL,"2007-2015
"
545,maiden,25,1,130,0,"2016-2019
"
546,maiden,48,NULL,NA,NULL,"2007-2015
"
546,maiden,50,1,130,0,"2016-2019
"
547,maiden,73,NULL,NA,NULL,"2007-2015
"
547,maiden,68,1,130,0,"2016-2019
"
548,maiden,47,NULL,NA,NULL,"2007-2015
"
549,maiden,48,NULL,NA,NULL,"2007-2015
"
549,maiden,58,1,130,0,"2016-2019
"
550,maiden,100,NULL,NA,NULL,"2007-2015
"
550,maiden,112,1,130,0,"2016-2019
"
551,maiden,94,NULL,NA,NULL,"2007-2015
"
551,maiden,115,1,130,0,"2016-2019
"
552,multistem,52,NULL,NA,NULL,"2007-2015
"
552,multistem,82,2,130,0,"2016-2019
"
554,maiden,128,NULL,NA,NULL,"2007-2015
"
554,maiden,150,1,100,0,"2016-2019
"
555,maiden,45,NULL,NA,NULL,"2007-2015
"
555,maiden,53,1,130,0,"2016-2019
"
556,maiden,48,NULL,NA,NULL,"2007-2015
"
556,maiden,57,1,130,0,"2016-2019
"
557,maiden,20,NULL,NA,NULL,"2007-2015
"
557,maiden,22,1,130,0,"2016-2019
"
558,maiden,250,NULL,NA,NULL,"2007-2015
"
558,maiden,275,1,130,0,"2016-2019
"
559,maiden,86,NULL,NA,NULL,"2007-2015
"
559,maiden,104,1,130,0,"2016-2019
"
560,maiden,57,NULL,NA,NULL,"2007-2015
"
560,maiden,69,1,130,0,"2016-2019
"
561,maiden,63,NULL,NA,NULL,"2007-2015
"
562,maiden,51,NULL,NA,NULL,"2007-2015
"
562,maiden,56,1,130,0,"2016-2019
"
563,maiden,20,NULL,NA,NULL,"2007-2015
"
563,maiden,20,1,130,0,"2016-2019
"
564,maiden,233,NULL,NA,NULL,"2007-2015
"
564,maiden,225,1,100,0,"2016-2019
"
565,maiden,51,1,130,0,"2016-2019
"
566,maiden,27,NULL,NA,NULL,"2007-2015
"
567,maiden,61,NULL,NA,NULL,"2007-2015
"
567,maiden,64,1,130,0,"2016-2019
"
568,maiden,156,NULL,NA,NULL,"2007-2015
"
568,maiden,193,1,130,0,"2016-2019
"
569,maiden,27,NULL,NA,NULL,"2007-2015
"
569,maiden,38,1,40,0,"2016-2019
"
570,maiden,181,NULL,NA,NULL,"2007-2015
"
570,maiden,201,1,130,0,"2016-2019
"
571,maiden,150,NULL,NA,NULL,"2007-2015
"
571,maiden,166,1,130,0,"2016-2019
"
572,maiden,125,NULL,NA,NULL,"2007-2015
"
572,maiden,136,1,130,0,"2016-2019
"
573,maiden,370,NULL,NA,NULL,"2007-2015
"
573,maiden,373,1,130,0,"2016-2019
"
574,maiden,544,NULL,NA,NULL,"2007-2015
"
574,maiden,557,1,130,0,"2016-2019
"
575,maiden,491,NULL,NA,NULL,"2007-2015
"
575,maiden,491,1,130,0,"2016-2019
"
576,maiden,465,NULL,NA,NULL,"2007-2015
"
576,maiden,470,1,130,0,"2016-2019
"
577,maiden,246,NULL,NA,NULL,"2007-2015
"
577,maiden,258,1,130,0,"2016-2019
"
578,maiden,472,NULL,NA,NULL,"2007-2015
"
578,maiden,471,1,130,0,"2016-2019
"
579,maiden,66,NULL,NA,NULL,"2007-2015
"
579,maiden,71,1,130,0,"2016-2019
"
580,maiden,106,NULL,NA,NULL,"2007-2015
"
580,maiden,123,1,130,0,"2016-2019
"
581,maiden,138,NULL,NA,NULL,"2007-2015
"
581,maiden,93,1,130,0,"2016-2019
"
582,maiden,70,NULL,NA,NULL,"2007-2015
"
582,maiden,555,1,130,0,"2016-2019
"
583,maiden,111,NULL,NA,NULL,"2007-2015
"
583,maiden,118,1,130,0,"2016-2019
"
584,maiden,128,NULL,NA,NULL,"2007-2015
"
584,maiden,121,1,130,0,"2016-2019
"
585,maiden,247,NULL,NA,NULL,"2007-2015
"
585,maiden,248,1,130,0,"2016-2019
"
586,maiden,86,NULL,NA,NULL,"2007-2015
"
587,maiden,119,NULL,NA,NULL,"2007-2015
"
587,maiden,138,1,130,0,"2016-2019
"
588,maiden,91,NULL,NA,NULL,"2007-2015
"
588,maiden,101,1,130,0,"2016-2019
"
589,maiden,155,NULL,NA,NULL,"2007-2015
"
590,maiden,511,NULL,NA,NULL,"2007-2015
"
590,maiden,511,1,130,0,"2016-2019
"
591,maiden,62,NULL,NA,NULL,"2007-2015
"
592,maiden,145,NULL,NA,NULL,"2007-2015
"
592,maiden,156,1,130,0,"2016-2019
"
593,maiden,108,NULL,NA,NULL,"2007-2015
"
594,maiden,67,NULL,NA,NULL,"2007-2015
"
595,maiden,50,NULL,NA,NULL,"2007-2015
"
596,maiden,31,NULL,NA,NULL,"2007-2015
"
596,maiden,34,1,130,0,"2016-2019
"
597,maiden,138,NULL,NA,NULL,"2007-2015
"
598,maiden,137,NULL,NA,NULL,"2007-2015
"
599,maiden,114,NULL,NA,NULL,"2007-2015
"
600,maiden,147,NULL,NA,NULL,"2007-2015
"
600,maiden,152,1,130,0,"2016-2019
"
601,maiden,105,NULL,NA,NULL,"2007-2015
"
601,maiden,112,1,130,0,"2016-2019
"
602,maiden,149,NULL,NA,NULL,"2007-2015
"
602,maiden,170,1,130,0,"2016-2019
"
603,maiden,306,NULL,NA,NULL,"2007-2015
"
603,maiden,288,1,130,0,"2016-2019
"
604,maiden,478,NULL,NA,NULL,"2007-2015
"
604,maiden,451,1,130,0,"2016-2019
"
605,maiden,321,NULL,NA,NULL,"2007-2015
"
605,maiden,323,1,130,0,"2016-2019
"
606,maiden,118,NULL,NA,NULL,"2007-2015
"
606,maiden,100,1,130,0,"2016-2019
"
607,maiden,99,NULL,NA,NULL,"2007-2015
"
607,maiden,150,1,130,0,"2016-2019
"
608,maiden,75,NULL,NA,NULL,"2007-2015
"
608,maiden,80,1,130,0,"2016-2019
"
609,maiden,241,NULL,NA,NULL,"2007-2015
"
611,maiden,205,1,130,0,"2016-2019
"
612,maiden,194,NULL,NA,NULL,"2007-2015
"
612,maiden,202,1,130,0,"2016-2019
"
613,maiden,140,NULL,NA,NULL,"2007-2015
"
613,maiden,149,1,130,0,"2016-2019
"
614,maiden,87,NULL,NA,NULL,"2007-2015
"
615,maiden,65,NULL,NA,NULL,"2007-2015
"
615,maiden,68,1,130,0,"2016-2019
"
616,maiden,179,NULL,NA,NULL,"2007-2015
"
616,maiden,184,1,130,0,"2016-2019
"
617,maiden,179,NULL,NA,NULL,"2007-2015
"
618,maiden,190,NULL,NA,NULL,"2007-2015
"
619,maiden,28,NULL,NA,NULL,"2007-2015
"
620,maiden,22,NULL,NA,NULL,"2007-2015
"
621,maiden,37,NULL,NA,NULL,"2007-2015
"
622,maiden,92,NULL,NA,NULL,"2007-2015
"
623,maiden,69,NULL,NA,NULL,"2007-2015
"
624,multistem,164,NULL,NA,NULL,"2007-2015
"
624,multistem,252,2,130,0,"2016-2019
"
625,maiden,64,1,130,0,"2016-2019
"
626,maiden,66,NULL,NA,NULL,"2007-2015
"
626,maiden,66,1,130,0,"2016-2019
"
627,maiden,136,NULL,NA,NULL,"2007-2015
"
628,maiden,75,NULL,NA,NULL,"2007-2015
"
629,maiden,127,NULL,NA,NULL,"2007-2015
"
630,maiden,81,NULL,NA,NULL,"2007-2015
"
631,maiden,24,NULL,NA,NULL,"2007-2015
"
632,maiden,92,NULL,NA,NULL,"2007-2015
"
632,maiden,100,1,130,0,"2016-2019
"
633,maiden,115,NULL,NA,NULL,"2007-2015
"
633,maiden,119,1,130,0,"2016-2019
"
634,maiden,146,NULL,NA,NULL,"2007-2015
"
635,maiden,154,NULL,NA,NULL,"2007-2015
"
635,maiden,164,1,130,0,"2016-2019
"
636,maiden,187,NULL,NA,NULL,"2007-2015
"
637,maiden,110,NULL,NA,NULL,"2007-2015
"
637,maiden,98,1,130,0,"2016-2019
"
638,maiden,152,NULL,NA,NULL,"2007-2015
"
639,maiden,89,NULL,NA,NULL,"2007-2015
"
639,maiden,97,1,130,0,"2016-2019
"
640,maiden,178,NULL,NA,NULL,"2007-2015
"
641,maiden,120,NULL,NA,NULL,"2007-2015
"
642,maiden,64,NULL,NA,NULL,"2007-2015
"
643,maiden,120,NULL,NA,NULL,"2007-2015
"
644,maiden,211,NULL,NA,NULL,"2007-2015
"
645,maiden,71,NULL,NA,NULL,"2007-2015
"
646,maiden,62,NULL,NA,NULL,"2007-2015
"
647,maiden,127,NULL,NA,NULL,"2007-2015
"
648,maiden,154,NULL,NA,NULL,"2007-2015
"
649,maiden,97,NULL,NA,NULL,"2007-2015
"
649,maiden,93,1,130,0,"2016-2019
"
650,maiden,84,NULL,NA,NULL,"2007-2015
"
651,maiden,157,NULL,NA,NULL,"2007-2015
"
652,multistem,174,NULL,NA,NULL,"2007-2015
"
652,multistem,255,2,130,0,"2016-2019
"
653,maiden,102,NULL,NA,NULL,"2007-2015
"
654,maiden,57,NULL,NA,NULL,"2007-2015
"
655,maiden,20,NULL,NA,NULL,"2007-2015
"
656,maiden,77,NULL,NA,NULL,"2007-2015
"
657,maiden,155,NULL,NA,NULL,"2007-2015
"
657,maiden,175,1,130,0,"2016-2019
"
